geoid,countyfp,prc_pov_final,unreliable_flag
6067002300,67,0.04485098849219999,0
6067002400,67,0.07244058500910001,0
6067009004,67,0.134958888574,0
6067008913,67,0.16855229739100006,0
6067008910,67,0.17425115207400002,0
6067008911,67,0.34756097561,0
6067009504,67,0.24739583333299997,0
6067009322,67,0.147942238267,0
6067009503,67,0.225796075909,0
6067009502,67,0.17269177478300002,0
6067009006,67,0.21416430594900002,0
6067009005,67,0.22332134292599998,0
6067009108,67,0.116548276769,0
6067009109,67,0.15733227785499998,0
6067009111,67,0.109315416742,0
6067007017,67,0.08920773549589997,0
6067007015,67,0.202518789356,0
6067008513,67,0.014505624630000004,1
6067007107,67,0.0451460607849,0
6067002500,67,0.016447368421100002,0
6067003900,67,0.0457399103139,0
6067004005,67,0.108148148148,0
6067004004,67,0.036383011112800005,0
6067004001,67,0.0840336134454,0
6067005403,67,0.280672268908,0
6067005402,67,0.326756116811,0
6067005404,67,0.130028598665,0
6067004401,67,0.2871754524,0
6067004203,67,0.38947178002899996,0
6067004300,67,0.267320189448,0
6067004100,67,0.327968596663,0
6067004202,67,0.23745344919300002,0
6067004012,67,0.0526014865638,0
6067005502,67,0.365519792823,0
6067004006,67,0.138319260153,0
6067005601,67,0.334339297262,0
6067004402,67,0.40519090519100004,0
6067004601,67,0.448376830045,0
6067004602,67,0.367689161554,0
6067004801,67,0.2270289596,0
6067005201,67,0.458333333333,0
6067004904,67,0.17905634759,0
6067004903,67,0.39334298118699995,0
6067004802,67,0.321672354949,0
6067005202,67,0.160692212608,0
6067005605,67,0.300345224396,0
6067003101,67,0.126349576889,0
6067005701,67,0.058032786885199986,0
6067005606,67,0.0686318631863,0
6067005702,67,0.0344678083677,0
6067005801,67,0.0618780531934,0
6067002900,67,0.140929246192,0
6067003000,67,0.26808803301199996,0
6067003102,67,0.271955599086,0
6067002800,67,0.413883241359,0
6067004905,67,0.18197254846500002,0
6067005101,67,0.381933068102,0
6067005002,67,0.332303690457,0
6067004906,67,0.25390625,0
6067002200,67,0.449112978525,0
6067004008,67,0.0695187165775,0
6067004011,67,0.065562690098,0
6067004010,67,0.124279180752,0
6067004009,67,0.0650389823554,0
6067003502,67,0.150201983107,0
6067003300,67,0.107879065506,0
6067003400,67,0.122899884925,0
6067003800,67,0.19666170880800002,0
6067003700,67,0.403728294178,0
6067002100,67,0.250699720112,0
6067007207,67,0.139913751797,0
6067005804,67,0.00925181013677,1
6067005803,67,0.0392741061755,0
6067007206,67,0.152301665034,0
6067007209,67,0.202687569989,0
6067007402,67,0.24841159150800002,0
6067007208,67,0.150586113616,0
6067007204,67,0.116473616474,0
6067007403,67,0.250923944758,0
6067007414,67,0.22093561834199998,0
6067007416,67,0.19679891794399998,0
6067007413,67,0.320842042401,0
6067007417,67,0.08290930859019999,0
6067007422,67,0.257323832146,0
6067007421,67,0.0514503493542,0
6067006102,67,0.21602689829100002,0
6067006002,67,0.275962236747,0
6067006101,67,0.20247110402600002,0
6067006201,67,0.48314937453999995,0
6067006003,67,0.326486013986,0
6067005901,67,0.04625586284969999,0
6067007904,67,0.09066564651869999,0
6067007701,67,0.305728314239,0
6067007802,67,0.110615711253,0
6067007801,67,0.17074016294,0
6067007905,67,0.100915278104,0
6067007702,67,0.12055568636700001,0
6067007601,67,0.157573047108,0
6067006202,67,0.383269059626,0
6067006400,67,0.293601939937,0
6067006300,67,0.34354808934799996,0
6067006701,67,0.229554229554,0
6067006600,67,0.36507017797700003,0
6067006500,67,0.38648849294699994,0
6067006800,67,0.44775318578100004,0
6067006702,67,0.40932792584,0
6067008007,67,0.19136690647500001,0
6067008006,67,0.07834939101980001,0
6067008005,67,0.07813222376330001,0
6067008009,67,0.123358449946,0
6067008117,67,0.0899155489319,1
6067008113,67,0.141646809637,0
6067008120,67,0.134118190212,0
6067008119,67,0.153505535055,0
6067008111,67,0.0936385255648,0
6067008010,67,0.16475315729,0
6067007004,67,0.217869222097,0
6067006900,67,0.368365180467,0
6067007001,67,0.345580048987,0
6067007007,67,0.273977695167,0
6067007501,67,0.25936,0
6067007503,67,0.258095605243,0
6067007504,67,0.229546517064,0
6067007013,67,0.13493064312699998,0
6067007010,67,0.160168302945,0
6067007012,67,0.210526315789,0
6067007011,67,0.22961854899,0
6067007014,67,0.166733520524,0
6067007202,67,0.228079197737,0
6067009900,67,0.135254473623,0
6067009606,67,0.300883714406,0
6067000100,67,0.051593733117199995,0
6067007429,67,0.254382547721,0
6067007426,67,0.256980596309,0
6067007427,67,0.247351767781,0
6067007432,67,0.151132075472,0
6067007431,67,0.157173562601,1
6067007433,67,0.115375123396,0
6067007430,67,0.157977883096,0
6067008507,67,0.0203072116636,0
6067008505,67,0.044030866999500005,0
6067009331,67,0.073568753344,0
6067008704,67,0.0941176470588,1
6067009329,67,0.172922252011,0
6067009324,67,0.03129395218,0
6067009010,67,0.0799436165928,0
6067008801,67,0.180737217598,0
6067009201,67,0.184724186704,0
6067009638,67,0.0797915648917,0
6067008703,67,0.06338862559240001,0
6067008508,67,0.0198428552404,1
6067005509,67,0.27848804891600004,0
6067009328,67,0.0688688688689,0
6067009332,67,0.139088729017,0
6067007018,67,0.125678966099,0
6067003204,67,0.391207979313,0
6067009634,67,0.318298969072,0
6067007106,67,0.030066145520099997,1
6067009630,67,0.09654123907260001,0
6067009408,67,0.10091220068399999,1
6067009633,67,0.214427157001,0
6067009632,67,0.09707410445720001,0
6067009636,67,0.123240729409,1
6067009635,67,0.0993808541038,0
6067004502,67,0.36793563579300004,0
6067004701,67,0.416011235955,0
6067004501,67,0.437886279357,0
6067009639,67,0.190946930281,0
6067004702,67,0.349725776965,0
6067005510,67,0.27334353815900003,0
6067005904,67,0.17808219178100002,0
6067005204,67,0.10517761783099999,0
6067007016,67,0.135312448745,0
6067005205,67,0.35518538420199997,0
6067008506,67,0.0837020648968,0
6067007020,67,0.06127344090710001,1
6067007428,67,0.144233493908,0
6067007102,67,0.0467360934722,0
6067009011,67,0.052960279790199995,1
6067008509,67,0.018394648829400003,0
6067005903,67,0.215767634855,0
6067009407,67,0.13488092855699998,0
6067007103,67,0.09201141226819999,0
6067009622,67,0.0280037338312,0
6067007019,67,0.35797665369599996,0
6067007104,67,0.0297946920381,0
6067005301,67,0.700967458223,0
6067003202,67,0.361186506398,0
6067005505,67,0.41014914514399997,0
6067007424,67,0.337947244711,0
6067007406,67,0.226214160328,0
6067009312,67,0.11644147563400001,0
6067008600,67,0.028508449669400002,1
6067009406,67,0.048036758563099996,0
6067002700,67,0.291239378846,0
6067000200,67,0.0398384925976,0
6067000300,67,0.055105348460300005,0
6067000400,67,0.151233014595,0
6067000500,67,0.314923983866,0
6067002000,67,0.217233009709,0
6067001900,67,0.155562848704,0
6067001800,67,0.190127182582,0
6067008137,67,0.18735362997699997,0
6067007423,67,0.427781070935,0
6067005102,67,0.232386961094,0
6067009307,67,0.113619262603,0
6067004201,67,0.198376916141,0
6067008905,67,0.12445793582,0
6067001200,67,0.22025316455699998,0
6067001300,67,0.20575727837699997,0
6067000600,67,0.4796875,0
6067001400,67,0.24413145539900002,0
6067000700,67,0.434640522876,0
6067000800,67,0.157057654076,0
6067001500,67,0.0541789164217,0
6067005508,67,0.264378199338,0
6067007602,67,0.18863969817600001,0
6067003600,67,0.255051341504,0
6067008912,67,0.116498316498,0
6067009110,67,0.506841165973,0
6067008140,67,0.0735586481113,0
6067003501,67,0.33668948852200004,0
6067008008,67,0.107098381071,0
6067007415,67,0.181620614716,0
6067009501,67,0.31204379562,0
6067009403,67,0.05867346938780001,0
6067009314,67,0.17628418946,0
6067005001,67,0.324610244989,0
6067006004,67,0.109916367981,0
6067007906,67,0.0831705274909,0
6067008207,67,0.0716112531969,0
6067009103,67,0.0966517086641,0
6067009008,67,0.273778664008,0
6067009007,67,0.248639455782,0
6067009106,67,0.203515721713,0
6067009323,67,0.0394252026529,0
6067001600,67,0.0647038685382,0
6067001700,67,0.27311827957,0
6067009107,67,0.0826898326898,0
6067009608,67,0.248560700876,0
6067009601,67,0.245446125347,0
6067005506,67,0.34915254237300003,0
6067007903,67,0.160891590679,0
6067008122,67,0.0986933555741,0
6067008129,67,0.20246277205,0
6067008130,67,0.235190320141,0
6067009404,67,0.124006058311,0
6067009105,67,0.264840182648,0
6067008125,67,0.09863398955399999,0
6067008124,67,0.114963880289,0
6067008127,67,0.26609363569899996,0
6067008128,67,0.04667242869490002,0
6067008131,67,0.14136661211100002,0
6067008133,67,0.267576791809,0
6067008134,67,0.099532113994,0
6067008132,67,0.059943401080499996,1
6067009619,67,0.0993117010816,0
6067009610,67,0.201285140562,0
6067009609,67,0.132569245463,0
6067002600,67,0.09865470852019999,0
6067008135,67,0.17477064220199998,0
6067008138,67,0.159077973819,0
6067008139,67,0.24175517048599998,0
6067008141,67,0.27252617608,0
6067008142,67,0.13604143947699998,0
6067008143,67,0.125986256045,0
6067008136,67,0.0535714285714,0
6067008144,67,0.08745684695049999,1
6067008204,67,0.0982552800735,0
6067008203,67,0.202845528455,0
6067008145,67,0.0647633172661,0
6067008510,67,0.022588135951,1
6067008208,67,0.140297202797,0
6067008206,67,0.0393861892583,0
6067008209,67,0.05992043759319999,0
6067007301,67,0.333747927032,0
6067009325,67,0.0775510204082,0
6067007101,67,0.0,1
6067008705,67,0.074051500838,0
6067009326,67,0.0642586310118,1
6067009330,67,0.0637807377049,0
6067007105,67,0.22101244343899998,0
6067003203,67,0.33917197452200004,0
6067009637,67,0.0333179794258,0
6067001101,67,0.381555153707,0
6067988300,67,0.0,1
6067009611,67,0.104661654135,0
6067009615,67,0.09307056579780001,0
6067009616,67,0.0662525879917,0
6067009614,67,0.183849940136,0
6067009800,67,0.247292418773,0
6067009612,67,0.0962890625,0
6067008404,67,0.202291325696,0
6067008211,67,0.0665033251663,1
6067008403,67,0.0436229852838,0
6067008402,67,0.135533837359,0
6067008210,67,0.049537195749099996,0
6067009308,67,0.123588148633,0
6067009112,67,0.183657383079,0
6067009617,67,0.0481400437637,1
6067009618,67,0.117008196721,0
6067008504,67,0.0393887214808,0
6067008501,67,0.014447724095100001,1
6067008512,67,0.009810631987219999,1
6067008907,67,0.24156138035100005,0
6067008908,67,0.13300210204500001,0
6067008909,67,0.292452830189,0
6067008702,67,0.00970149253731,1
6067009309,67,0.08350643955130001,0
6067009316,67,0.174369747899,0
6067009318,67,0.14076484947100001,0
6067009310,67,0.0839347767976,1
6067009317,67,0.147361944316,0
6067009319,67,0.21861430998700002,0
6067009320,67,0.237319587629,0
6067009311,67,0.152845528455,0
6067009321,67,0.13464473461100002,0
