GEOID,VBM
6067000100,0.521616746575
6067000200,0.492274206219
6067000300,0.529559918534
6067000400,0.400942861635
6067000500,0.341356325823
6067000600,0.302504771574
6067000700,0.101694915254
6067000800,0.440316205534
6067001101,0.364811466667
6067001200,0.418830870337
6067001300,0.368016765799
6067001400,0.417699002268
6067001500,0.477475890767
6067001600,0.457898286311
6067001700,0.394651838565
6067001800,0.387086147757
6067001900,0.355995434343
6067002000,0.359482246575
6067002100,0.356769356725
6067002200,0.40296697417
6067002300,0.581991407129
6067002400,0.608746861314
6067002500,0.664803688525
6067002600,0.438042650602
6067002700,0.298840763359
6067002800,0.295866423358
6067002900,0.427463341902
6067003000,0.3646
6067003101,0.319471280899
6067003102,0.341845212465
6067003202,0.238054009509
6067003203,0.19437452514
6067003204,0.185935773354
6067003300,0.514981210191
6067003400,0.437268431953
6067003501,0.396954563591
6067003502,0.399024139651
6067003600,0.328295060241
6067003700,0.250003761468
6067003800,0.307143278237
6067003900,0.464329007353
6067004001,0.487019594756
6067004004,0.498203627255
6067004005,0.480160297619
6067004006,0.393313797635
6067004008,0.5313824
6067004009,0.443245162162
6067004010,0.394985019711
6067004011,0.545884
6067004012,0.511707658802
6067004100,0.304994280576
6067004201,0.316268306709
6067004202,0.286372375189
6067004203,0.246460536913
6067004300,0.237887313855
6067004401,0.259215686275
6067004402,0.263093932039
6067004501,0.179610921053
6067004502,0.238382586207
6067004601,0.228072688679
6067004602,0.26120387931
6067004701,0.281555240793
6067004702,0.255023613963
6067004801,0.247329331476
6067004802,0.32320376
6067004903,0.260647623888
6067004904,0.308669705882
6067004905,0.29059988604
6067004906,0.301388571429
6067005001,0.251791235294
6067005002,0.282877114673
6067005101,0.269372844037
6067005102,0.336570926217
6067005201,0.11771019678
6067005202,0.401063888889
6067005204,0.433773653566
6067005205,0.33757910828
6067005301,0.396833858268
6067005402,0.293735648148
6067005403,0.517121588089
6067005404,0.53475824
6067005502,0.282907713311
6067005505,0.308813977456
6067005506,0.246674376812
6067005508,0.339463885918
6067005509,0.267169811321
6067005510,0.28721623053
6067005601,0.356401532365
6067005605,0.326431556604
6067005606,0.43309052161
6067005701,0.55062752784
6067005702,0.604465672083
6067005801,0.471865361803
6067005803,0.602392844974
6067005804,0.650145265823
6067005901,0.494858942014
6067005903,0.345566666667
6067005904,0.492471095101
6067006002,0.432454898649
6067006003,0.345945945946
6067006004,0.490015526316
6067006101,0.339099306184
6067006102,0.369359067961
6067006201,0.349662157676
6067006202,0.294783792325
6067006300,0.221153707165
6067006400,0.292272804428
6067006500,0.252388877419
6067006600,0.200806657572
6067006701,0.239852202318
6067006702,0.305128160742
6067006800,0.180684716495
6067006900,0.323307058824
6067007001,0.239389683258
6067007004,0.283680528736
6067007007,0.303083861852
6067007010,0.327850756014
6067007011,0.270883664671
6067007012,0.415710870488
6067007013,0.308136493827
6067007014,0.317546029724
6067007015,0.466899878971
6067007016,0.362892154066
6067007017,0.383386161137
6067007018,0.343733700306
6067007019,0.251485346535
6067007020,0.40641221374
6067007101,0.657088571429
6067007102,0.475769259897
6067007103,0.303050448833
6067007104,0.4516298027
6067007105,0.341884372385
6067007106,0.389328379447
6067007107,0.44761216
6067007202,0.334003360324
6067007204,0.351771091549
6067007206,0.373046302368
6067007207,0.347432457338
6067007208,0.328996496815
6067007209,0.270613048128
6067007301,0.215427694656
6067007402,0.293435789474
6067007403,0.254609983845
6067007406,0.240271213235
6067007413,0.272514081942
6067007414,0.227106227106
6067007415,0.371977899344
6067007416,0.30918820339
6067007417,0.282168313539
6067007421,0.396990502203
6067007422,0.317757525084
6067007423,0.250294732673
6067007424,0.256302521008
6067007426,0.30600966443
6067007427,0.301896625422
6067007428,0.340945821206
6067007429,0.254418872786
6067007430,0.354356008493
6067007431,0.421863953488
6067007432,0.317322411765
6067007433,0.299128034516
6067007501,0.305633562654
6067007503,0.337018433931
6067007504,0.443942508711
6067007601,0.412428136273
6067007602,0.386093342428
6067007701,0.368791208791
6067007702,0.517393047473
6067007801,0.420506383981
6067007802,0.415885728771
6067007903,0.447261675824
6067007904,0.427337804552
6067007905,0.468282008608
6067007906,0.45749025
6067008005,0.555776680384
6067008006,0.537228863892
6067008007,0.476007337808
6067008008,0.468051948052
6067008009,0.460801305556
6067008010,0.468939944828
6067008111,0.381169864159
6067008113,0.307798664193
6067008117,0.375734517134
6067008119,0.382067783019
6067008120,0.362943607595
6067008122,0.445013771107
6067008124,0.419453485714
6067008125,0.413664477612
6067008127,0.318007686062
6067008128,0.431292268371
6067008129,0.406887863636
6067008130,0.335333778559
6067008131,0.405980940171
6067008132,0.438142281879
6067008133,0.314830337662
6067008134,0.359240509383
6067008135,0.422760934579
6067008136,0.450750883191
6067008137,0.41036
6067008138,0.369213159851
6067008139,0.3078677842
6067008140,0.390835410628
6067008141,0.288865095238
6067008142,0.287796056911
6067008143,0.327623202614
6067008144,0.514127801047
6067008145,0.387567950207
6067008203,0.467046463576
6067008204,0.468574700599
6067008206,0.393630795594
6067008207,0.443817680723
6067008208,0.352807849162
6067008209,0.513887064083
6067008210,0.535601358811
6067008211,0.459650113895
6067008402,0.463451298865
6067008403,0.423491792929
6067008404,0.400859957173
6067008501,0.571964125145
6067008504,0.473351166667
6067008505,0.611304366197
6067008506,0.367080745342
6067008507,0.42746615087
6067008508,0.521606194286
6067008509,0.471579095164
6067008510,0.560624797508
6067008512,0.618445744235
6067008513,0.524632512315
6067008600,0.581781588785
6067008702,0.693476492693
6067008703,0.664279940476
6067008704,0.438901278772
6067008705,0.626973030303
6067008801,0.418742185792
6067008905,0.321876063676
6067008907,0.312335262411
6067008908,0.403062909091
6067008909,0.398821356932
6067008910,0.376094842767
6067008911,0.290042066421
6067008912,0.403798393235
6067008913,0.371778765432
6067009004,0.364057396694
6067009005,0.332771604396
6067009006,0.335143288084
6067009007,0.264925438596
6067009008,0.320877164179
6067009010,0.339244354839
6067009011,0.484448742964
6067009103,0.346666666667
6067009105,0.383284397906
6067009106,0.401796506955
6067009107,0.433380634921
6067009108,0.412921402214
6067009109,0.383580151515
6067009110,0.312612413793
6067009111,0.325661496437
6067009112,0.326337421731
6067009201,0.622849223744
6067009307,0.466850068776
6067009308,0.41279338565
6067009309,0.453190537084
6067009310,0.412209704383
6067009311,0.385261030445
6067009312,0.427421740167
6067009314,0.380317314149
6067009316,0.332393558648
6067009317,0.348639379653
6067009318,0.278161107492
6067009319,0.264288268331
6067009320,0.357602728905
6067009321,0.313887567568
6067009322,0.341559793578
6067009323,0.515426738255
6067009324,0.538440552764
6067009325,0.487952405063
6067009326,0.480297258741
6067009328,0.415738142857
6067009329,0.407744031008
6067009330,0.411531021195
6067009331,0.414416976285
6067009332,0.516201117318
6067009403,0.516392430556
6067009404,0.530468270142
6067009406,0.436146094675
6067009407,0.419280154321
6067009408,0.50404775
6067009501,0.51446248227
6067009502,0.385028866799
6067009503,0.318927093333
6067009504,0.401614007782
6067009601,0.29117459893
6067009606,0.273850672547
6067009608,0.32680958042
6067009609,0.288425517241
6067009610,0.265956891892
6067009611,0.404120366133
6067009612,0.490820732394
6067009614,0.386528387755
6067009615,0.4287872052
6067009616,0.487322376502
6067009617,0.589793709981
6067009618,0.390813035439
6067009619,0.432255784753
6067009622,0.5005233923
6067009630,0.407137453416
6067009632,0.540302776573
6067009633,0.258729265823
6067009634,0.335251226158
6067009635,0.427837810811
6067009636,0.393920846233
6067009637,0.382328258706
6067009638,0.415858362694
6067009639,0.358064391218
6067009800,0.404551212121
6067009900,0.436203870968
6067988300,0.00467191489362
